icb_code,org_code,planning_ref,measure_type,dim_type,fin_year,ref_key,source,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,full_key
QNQ,QNQ,E.T.3d,Count,Month,2024/25,E.T.3dCount,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.3dCountQNQ
QNQ,QNQ,E.T.3d,Count,Month,2024/25,E.T.3dCount,June24_plan,328,342,355,368,382,395,409,422,435,449,462,476,E.T.3dCountQNQ
QNQ,QNQ,E.T.3d,Count,Month,2024/25,E.T.3dCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.3dCountQNQ
QNQ,QNQ,E.B.28a,Percentage,Month,2024/25,E.B.28aPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aPercentageQNQ
QNQ,QNQ,E.B.28a,Percentage,Month,2024/25,E.B.28aPercentage,June24_plan,13.83322559793148,13.01140174379611,12.227687983134224,11.393379522709775,10.616705698672911,9.79782270606532,8.945454545454545,8.151382823871907,7.339449541284404,6.54911838790932,5.767524401064774,4.8964218455743875,E.B.28aPercentageQNQ
QNQ,QNQ,E.B.28a,Percentage,Month,2024/25,E.B.28aPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aPercentageQNQ
QNQ,QNQ,E.B.28a,Numerator,Month,2024/25,E.B.28aNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aNumeratorQNQ
QNQ,QNQ,E.B.28a,Numerator,Month,2024/25,E.B.28aNumerator,June24_plan,214,194,174,148,136,126,123,112,96,78,65,52,E.B.28aNumeratorQNQ
QNQ,QNQ,E.B.28a,Numerator,Month,2024/25,E.B.28aNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aNumeratorQNQ
QNQ,QNQ,E.B.28a,Denominator,Month,2024/25,E.B.28aDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aDenominatorQNQ
QNQ,QNQ,E.B.28a,Denominator,Month,2024/25,E.B.28aDenominator,June24_plan,1547,1491,1423,1299,1281,1286,1375,1374,1308,1191,1127,1062,E.B.28aDenominatorQNQ
QNQ,QNQ,E.B.28a,Denominator,Month,2024/25,E.B.28aDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28aDenominatorQNQ
QNQ,QNQ,E.B.28b,Percentage,Month,2024/25,E.B.28bPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bPercentageQNQ
QNQ,QNQ,E.B.28b,Percentage,Month,2024/25,E.B.28bPercentage,June24_plan,25.578406169665808,23.698630136986303,21.80094786729858,19.854090672225116,17.957351290684624,16.07034566403881,14.194373401534529,12.260807937632883,10.416666666666668,8.43806104129264,6.528497409326425,4.6568627450980395,E.B.28bPercentageQNQ
QNQ,QNQ,E.B.28b,Percentage,Month,2024/25,E.B.28bPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bPercentageQNQ
QNQ,QNQ,E.B.28b,Numerator,Month,2024/25,E.B.28bNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bNumeratorQNQ
QNQ,QNQ,E.B.28b,Numerator,Month,2024/25,E.B.28bNumerator,June24_plan,597,519,460,381,320,265,222,173,130,94,63,38,E.B.28bNumeratorQNQ
QNQ,QNQ,E.B.28b,Numerator,Month,2024/25,E.B.28bNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bNumeratorQNQ
QNQ,QNQ,E.B.28b,Denominator,Month,2024/25,E.B.28bDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bDenominatorQNQ
QNQ,QNQ,E.B.28b,Denominator,Month,2024/25,E.B.28bDenominator,June24_plan,2334,2190,2110,1919,1782,1649,1564,1411,1248,1114,965,816,E.B.28bDenominatorQNQ
QNQ,QNQ,E.B.28b,Denominator,Month,2024/25,E.B.28bDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28bDenominatorQNQ
QNQ,QNQ,E.B.28c,Percentage,Month,2024/25,E.B.28cPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cPercentageQNQ
QNQ,QNQ,E.B.28c,Percentage,Month,2024/25,E.B.28cPercentage,June24_plan,5.006442113013068,4.977460555972953,4.944423150632426,4.908095424325381,4.869287567351826,4.825901038485034,4.799501350509038,4.7699809200763195,4.716572912159238,4.701986754966887,4.66321243523316,4.620689655172414,E.B.28cPercentageQNQ
QNQ,QNQ,E.B.28c,Percentage,Month,2024/25,E.B.28cPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cPercentageQNQ
QNQ,QNQ,E.B.28c,Numerator,Month,2024/25,E.B.28cNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cNumeratorQNQ
QNQ,QNQ,E.B.28c,Numerator,Month,2024/25,E.B.28cNumerator,June24_plan,272,265,258,251,244,237,231,225,218,213,207,201,E.B.28cNumeratorQNQ
QNQ,QNQ,E.B.28c,Numerator,Month,2024/25,E.B.28cNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cNumeratorQNQ
QNQ,QNQ,E.B.28c,Denominator,Month,2024/25,E.B.28cDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cDenominatorQNQ
QNQ,QNQ,E.B.28c,Denominator,Month,2024/25,E.B.28cDenominator,June24_plan,5433,5324,5218,5114,5011,4911,4813,4717,4622,4530,4439,4350,E.B.28cDenominatorQNQ
QNQ,QNQ,E.B.28c,Denominator,Month,2024/25,E.B.28cDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28cDenominatorQNQ
QNQ,QNQ,E.B.28d,Percentage,Month,2024/25,E.B.28dPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dPercentageQNQ
QNQ,QNQ,E.B.28d,Percentage,Month,2024/25,E.B.28dPercentage,June24_plan,9.984871406959153,9.558823529411764,8.960573476702509,8.414872798434441,7.868020304568528,7.37913486005089,7.0821529745042495,6.451612903225806,5.836575875486381,5.633802816901409,5.319148936170213,4.705882352941177,E.B.28dPercentageQNQ
QNQ,QNQ,E.B.28d,Percentage,Month,2024/25,E.B.28dPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dPercentageQNQ
QNQ,QNQ,E.B.28d,Numerator,Month,2024/25,E.B.28dNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dNumeratorQNQ
QNQ,QNQ,E.B.28d,Numerator,Month,2024/25,E.B.28dNumerator,June24_plan,66,52,50,43,31,29,25,16,15,12,5,4,E.B.28dNumeratorQNQ
QNQ,QNQ,E.B.28d,Numerator,Month,2024/25,E.B.28dNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dNumeratorQNQ
QNQ,QNQ,E.B.28d,Denominator,Month,2024/25,E.B.28dDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dDenominatorQNQ
QNQ,QNQ,E.B.28d,Denominator,Month,2024/25,E.B.28dDenominator,June24_plan,661,544,558,511,394,393,353,248,257,213,94,85,E.B.28dDenominatorQNQ
QNQ,QNQ,E.B.28d,Denominator,Month,2024/25,E.B.28dDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28dDenominatorQNQ
QNQ,QNQ,E.B.28e,Percentage,Month,2024/25,E.B.28ePercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28ePercentageQNQ
QNQ,QNQ,E.B.28e,Percentage,Month,2024/25,E.B.28ePercentage,June24_plan,9.876543209876544,9.523809523809524,9.01639344262295,8.597285067873303,8.133971291866029,7.446808510638298,6.976744186046512,6.802721088435375,6.382978723404255,5.405405405405405,5.617977528089887,4.477611940298507,E.B.28ePercentageQNQ
QNQ,QNQ,E.B.28e,Percentage,Month,2024/25,E.B.28ePercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28ePercentageQNQ
QNQ,QNQ,E.B.28e,Numerator,Month,2024/25,E.B.28eNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28eNumeratorQNQ
QNQ,QNQ,E.B.28e,Numerator,Month,2024/25,E.B.28eNumerator,June24_plan,24,26,22,19,17,14,12,10,9,6,5,3,E.B.28eNumeratorQNQ
QNQ,QNQ,E.B.28e,Numerator,Month,2024/25,E.B.28eNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28eNumeratorQNQ
QNQ,QNQ,E.B.28e,Denominator,Month,2024/25,E.B.28eDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28eDenominatorQNQ
QNQ,QNQ,E.B.28e,Denominator,Month,2024/25,E.B.28eDenominator,June24_plan,243,273,244,221,209,188,172,147,141,111,89,67,E.B.28eDenominatorQNQ
QNQ,QNQ,E.B.28e,Denominator,Month,2024/25,E.B.28eDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28eDenominatorQNQ
QNQ,QNQ,E.B.28f,Percentage,Month,2024/25,E.B.28fPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fPercentageQNQ
QNQ,QNQ,E.B.28f,Percentage,Month,2024/25,E.B.28fPercentage,June24_plan,10.069444444444445,9.523809523809524,9.156193895870736,8.592321755027422,8.193668528864059,7.7798861480075905,7.156673114119923,6.692913385826772,6.2248995983935735,5.737704918032787,5.439330543933055,4.914529914529915,E.B.28fPercentageQNQ
QNQ,QNQ,E.B.28f,Percentage,Month,2024/25,E.B.28fPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fPercentageQNQ
QNQ,QNQ,E.B.28f,Numerator,Month,2024/25,E.B.28fNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fNumeratorQNQ
QNQ,QNQ,E.B.28f,Numerator,Month,2024/25,E.B.28fNumerator,June24_plan,58,54,51,47,44,41,37,34,31,28,26,23,E.B.28fNumeratorQNQ
QNQ,QNQ,E.B.28f,Numerator,Month,2024/25,E.B.28fNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fNumeratorQNQ
QNQ,QNQ,E.B.28f,Denominator,Month,2024/25,E.B.28fDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fDenominatorQNQ
QNQ,QNQ,E.B.28f,Denominator,Month,2024/25,E.B.28fDenominator,June24_plan,576,567,557,547,537,527,517,508,498,488,478,468,E.B.28fDenominatorQNQ
QNQ,QNQ,E.B.28f,Denominator,Month,2024/25,E.B.28fDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28fDenominatorQNQ
QNQ,QNQ,E.B.28g,Percentage,Month,2024/25,E.B.28gPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gPercentageQNQ
QNQ,QNQ,E.B.28g,Percentage,Month,2024/25,E.B.28gPercentage,June24_plan,17.014613778705638,15.919873484449129,14.814814814814811,13.701657458563536,12.59093452714046,11.54064809550881,10.428100987925356,9.331084879145587,8.226077224398432,7.112718505123568,6.041923551171394,4.918032786885246,E.B.28gPercentageQNQ
QNQ,QNQ,E.B.28g,Percentage,Month,2024/25,E.B.28gPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gPercentageQNQ
QNQ,QNQ,E.B.28g,Numerator,Month,2024/25,E.B.28gNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gNumeratorQNQ
QNQ,QNQ,E.B.28g,Numerator,Month,2024/25,E.B.28gNumerator,June24_plan,326,302,276,248,225,203,190,166,147,118,98,78,E.B.28gNumeratorQNQ
QNQ,QNQ,E.B.28g,Numerator,Month,2024/25,E.B.28gNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gNumeratorQNQ
QNQ,QNQ,E.B.28g,Denominator,Month,2024/25,E.B.28gDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gDenominatorQNQ
QNQ,QNQ,E.B.28g,Denominator,Month,2024/25,E.B.28gDenominator,June24_plan,1916,1897,1863,1810,1787,1759,1822,1779,1787,1659,1622,1586,E.B.28gDenominatorQNQ
QNQ,QNQ,E.B.28g,Denominator,Month,2024/25,E.B.28gDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28gDenominatorQNQ
QNQ,QNQ,E.B.28h,Percentage,Month,2024/25,E.B.28hPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hPercentageQNQ
QNQ,QNQ,E.B.28h,Percentage,Month,2024/25,E.B.28hPercentage,June24_plan,1.349072512647555,1.5517241379310345,1.2681159420289856,1.3059701492537312,1.160541586073501,0.7905138339920948,0.625,0.4405286343612335,0.4524886877828055,0.4716981132075472,0.4914004914004914,0.2724795640326975,E.B.28hPercentageQNQ
QNQ,QNQ,E.B.28h,Percentage,Month,2024/25,E.B.28hPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hPercentageQNQ
QNQ,QNQ,E.B.28h,Numerator,Month,2024/25,E.B.28hNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hNumeratorQNQ
QNQ,QNQ,E.B.28h,Numerator,Month,2024/25,E.B.28hNumerator,June24_plan,8,9,7,7,6,4,3,2,2,2,2,1,E.B.28hNumeratorQNQ
QNQ,QNQ,E.B.28h,Numerator,Month,2024/25,E.B.28hNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hNumeratorQNQ
QNQ,QNQ,E.B.28h,Denominator,Month,2024/25,E.B.28hDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hDenominatorQNQ
QNQ,QNQ,E.B.28h,Denominator,Month,2024/25,E.B.28hDenominator,June24_plan,593,580,552,536,517,506,480,454,442,424,407,367,E.B.28hDenominatorQNQ
QNQ,QNQ,E.B.28h,Denominator,Month,2024/25,E.B.28hDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28hDenominatorQNQ
QNQ,QNQ,E.B.28k,Percentage,Month,2024/25,E.B.28kPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kPercentageQNQ
QNQ,QNQ,E.B.28k,Percentage,Month,2024/25,E.B.28kPercentage,June24_plan,33.083270817704424,30.551724137931036,27.989601386481805,25.37735849056604,22.80163599182004,20.319849482596425,17.76937618147448,15.176908752327748,12.609117361784676,10.0418410041841,7.52405949256343,4.954128440366973,E.B.28kPercentageQNQ
QNQ,QNQ,E.B.28k,Percentage,Month,2024/25,E.B.28kPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kPercentageQNQ
QNQ,QNQ,E.B.28k,Numerator,Month,2024/25,E.B.28kNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kNumeratorQNQ
QNQ,QNQ,E.B.28k,Numerator,Month,2024/25,E.B.28kNumerator,June24_plan,441,443,323,269,223,216,188,163,130,120,86,54,E.B.28kNumeratorQNQ
QNQ,QNQ,E.B.28k,Numerator,Month,2024/25,E.B.28kNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kNumeratorQNQ
QNQ,QNQ,E.B.28k,Denominator,Month,2024/25,E.B.28kDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kDenominatorQNQ
QNQ,QNQ,E.B.28k,Denominator,Month,2024/25,E.B.28kDenominator,June24_plan,1333,1450,1154,1060,978,1063,1058,1074,1031,1195,1143,1090,E.B.28kDenominatorQNQ
QNQ,QNQ,E.B.28k,Denominator,Month,2024/25,E.B.28kDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.B.28kDenominatorQNQ
QNQ,QNQ,E.T.6,Percentage,Month,2024/25,E.T.6Percentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6PercentageQNQ
QNQ,QNQ,E.T.6,Percentage,Month,2024/25,E.T.6Percentage,June24_plan,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,93.95973154362416,E.T.6PercentageQNQ
QNQ,QNQ,E.T.6,Percentage,Month,2024/25,E.T.6Percentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6PercentageQNQ
QNQ,QNQ,E.T.6,Numerator,Month,2024/25,E.T.6Numerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6NumeratorQNQ
QNQ,QNQ,E.T.6,Numerator,Month,2024/25,E.T.6Numerator,June24_plan,140,140,140,140,140,140,140,140,140,140,140,140,E.T.6NumeratorQNQ
QNQ,QNQ,E.T.6,Numerator,Month,2024/25,E.T.6Numerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6NumeratorQNQ
QNQ,QNQ,E.T.6,Denominator,Month,2024/25,E.T.6Denominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6DenominatorQNQ
QNQ,QNQ,E.T.6,Denominator,Month,2024/25,E.T.6Denominator,June24_plan,149,149,149,149,149,149,149,149,149,149,149,149,E.T.6DenominatorQNQ
QNQ,QNQ,E.T.6,Denominator,Month,2024/25,E.T.6Denominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.T.6DenominatorQNQ
QNQ,RDU,E.M.26b,Percentage,Month,2024/25,E.M.26bPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bPercentageRDU
QNQ,RDU,E.M.26b,Percentage,Month,2024/25,E.M.26bPercentage,June24_plan,92.85714285714286,92.85714285714286,92.85714285714286,89.28571428571429,92.85714285714286,89.28571428571429,96.42857142857144,96.42857142857144,96.42857142857144,96.42857142857144,92.85714285714286,92.85714285714286,E.M.26bPercentageRDU
QNQ,RDU,E.M.26b,Percentage,Month,2024/25,E.M.26bPercentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bPercentageRDU
QNQ,RDU,E.M.26b,Numerator,Month,2024/25,E.M.26bNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bNumeratorRDU
QNQ,RDU,E.M.26b,Numerator,Month,2024/25,E.M.26bNumerator,June24_plan,26,26,26,25,26,25,27,27,27,27,26,26,E.M.26bNumeratorRDU
QNQ,RDU,E.M.26b,Numerator,Month,2024/25,E.M.26bNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bNumeratorRDU
QNQ,RDU,E.M.26b,Denominator,Month,2024/25,E.M.26bDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bDenominatorRDU
QNQ,RDU,E.M.26b,Denominator,Month,2024/25,E.M.26bDenominator,June24_plan,28,28,28,28,28,28,28,28,28,28,28,28,E.M.26bDenominatorRDU
QNQ,RDU,E.M.26b,Denominator,Month,2024/25,E.M.26bDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26bDenominatorRDU
QNQ,RDU,E.M.26c,Count,Month,2024/25,E.M.26cCount,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26cCountRDU
QNQ,RDU,E.M.26c,Count,Month,2024/25,E.M.26cCount,June24_plan,85,88,87,90,88,85,93,83,87,86,82,91,E.M.26cCountRDU
QNQ,RDU,E.M.26c,Count,Month,2024/25,E.M.26cCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.26cCountRDU
QNQ,RDU,E.M.25,Count,Month,2024/25,E.M.25Count,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.25CountRDU
QNQ,RDU,E.M.25,Count,Month,2024/25,E.M.25Count,June24_plan,192,191,191,190,189,192,193,193,192,193,193,193,E.M.25CountRDU
QNQ,RDU,E.M.25,Count,Month,2024/25,E.M.25Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.25CountRDU
QNQ,RDU,E.M.30a,Numerator,Month,2024/25,E.M.30aNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30aNumeratorRDU
QNQ,RDU,E.M.30a,Numerator,Month,2024/25,E.M.30aNumerator,June24_plan,1143,1089,1059,1055,1046,1029,1059,1078,1017,1083,1021,1080,E.M.30aNumeratorRDU
QNQ,RDU,E.M.30a,Numerator,Month,2024/25,E.M.30aNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30aNumeratorRDU
QNQ,RDU,E.M.30g,Denominator,Month,2024/25,E.M.30gDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30gDenominatorRDU
QNQ,RDU,E.M.30g,Denominator,Month,2024/25,E.M.30gDenominator,June24_plan,1105,1088,1082,1082,1082,1082,1082,1079,1068,1138,1129,1152,E.M.30gDenominatorRDU
QNQ,RDU,E.M.30g,Denominator,Month,2024/25,E.M.30gDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30gDenominatorRDU
QNQ,RDU,E.M.30h,Denominator,Month,2024/25,E.M.30hDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30hDenominatorRDU
QNQ,RDU,E.M.30h,Denominator,Month,2024/25,E.M.30hDenominator,June24_plan,43,25,0,0,0,0,0,0,0,0,0,0,E.M.30hDenominatorRDU
QNQ,RDU,E.M.30h,Denominator,Month,2024/25,E.M.30hDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30hDenominatorRDU
QNQ,RDU,E.M.30b,Numerator,Month,2024/25,E.M.30bNumerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30bNumeratorRDU
QNQ,RDU,E.M.30b,Numerator,Month,2024/25,E.M.30bNumerator,June24_plan,58,57,55,56,55,54,56,55,54,57,54,57,E.M.30bNumeratorRDU
QNQ,RDU,E.M.30b,Numerator,Month,2024/25,E.M.30bNumerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30bNumeratorRDU
QNQ,RDU,E.M.30i,Denominator,Month,2024/25,E.M.30iDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30iDenominatorRDU
QNQ,RDU,E.M.30i,Denominator,Month,2024/25,E.M.30iDenominator,June24_plan,59,57,57,57,57,57,57,57,56,59,59,61,E.M.30iDenominatorRDU
QNQ,RDU,E.M.30i,Denominator,Month,2024/25,E.M.30iDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30iDenominatorRDU
QNQ,RDU,E.M.30j,Denominator,Month,2024/25,E.M.30jDenominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30jDenominatorRDU
QNQ,RDU,E.M.30j,Denominator,Month,2024/25,E.M.30jDenominator,June24_plan,0,0,0,0,0,0,0,0,0,0,0,0,E.M.30jDenominatorRDU
QNQ,RDU,E.M.30j,Denominator,Month,2024/25,E.M.30jDenominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.30jDenominatorRDU
QNQ,RDU,E.M.29,Percentage,Month,2024/25,E.M.29Percentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29PercentageRDU
QNQ,RDU,E.M.29,Percentage,Month,2024/25,E.M.29Percentage,June24_plan,19.68503937007874,20.293847566574836,20.49102927289896,20.37914691943128,20.17208413001912,20.11661807580175,18.885741265344667,17.90352504638219,18.48574237954769,16.62049861495845,17.62977473065622,16.666666666666664,E.M.29PercentageRDU
QNQ,RDU,E.M.29,Percentage,Month,2024/25,E.M.29Percentage,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29PercentageRDU
QNQ,RDU,E.M.29,Numerator,Month,2024/25,E.M.29Numerator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29NumeratorRDU
QNQ,RDU,E.M.29,Numerator,Month,2024/25,E.M.29Numerator,June24_plan,225,221,217,215,211,207,200,193,188,180,180,180,E.M.29NumeratorRDU
QNQ,RDU,E.M.29,Numerator,Month,2024/25,E.M.29Numerator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29NumeratorRDU
QNQ,RDU,E.M.29,Denominator,Month,2024/25,E.M.29Denominator,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29DenominatorRDU
QNQ,RDU,E.M.29,Denominator,Month,2024/25,E.M.29Denominator,June24_plan,1143,1089,1059,1055,1046,1029,1059,1078,1017,1083,1021,1080,E.M.29DenominatorRDU
QNQ,RDU,E.M.29,Denominator,Month,2024/25,E.M.29Denominator,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.29DenominatorRDU
QNQ,QNQ,E.A.5,Count,Month,2024/25,E.A.5Count,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.A.5CountQNQ
QNQ,QNQ,E.A.5,Count,Month,2024/25,E.A.5Count,June24_plan,0,0,0,0,0,0,0,0,0,0,0,0,E.A.5CountQNQ
QNQ,QNQ,E.A.5,Count,Month,2024/25,E.A.5Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.A.5CountQNQ
QNQ,QNQ,E.A.4a,Percentage,Month,2024/25,E.A.4aPercentage,current_actuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.A.4aPercentageQNQ
