icb_code,org_code,planning_ref,measure_type,dim_type,fin_year,ref_key,source,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,full_key
QKS,RN7,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,variance,-1.780026010812108,1.1722539752685321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRN7
QKS,RN7,E.M.13b,Count,Month,2024/25,E.M.13bCount,current_actuals,3413,3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRN7
QKS,RN7,E.M.13b,Count,Month,2024/25,E.M.13bCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRN7
QKS,RN7,E.M.13b,Count,Month,2024/25,E.M.13bCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRN7
QKS,RN7,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,current_actuals,3413,3866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRN7
QKS,RN7,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,June24_plan,3491,3630,3620,3964,3759,3587,3920,4281,4513,4106,3845,4226,E.M.13bNumeratorRN7
QKS,RN7,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,variance,-78,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRN7
QKS,RN7,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,current_actuals,3474,3899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRN7
QKS,RN7,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,June24_plan,3562,3704,3694,4045,3836,3661,4000,4368,4606,4189,3924,4312,E.M.13bDenominatorRN7
QKS,RN7,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,variance,-88,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRN7
QKS,RN7,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,current_actuals,98.2440990213011,99.1536291356758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRN7
QKS,RN7,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,June24_plan,98.00673778775968,98.00215982721382,97.99675148890093,97.99752781211372,97.992700729927,97.97869434580716,98,98.00824175824177,97.98089448545376,98.01862019575076,97.986748216106,98.00556586270872,E.M.13bPercentageRN7
QKS,RN7,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,variance,0.2373612335414208,1.1514693084619836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRN7
QKS,RN7,E.M.13,Count,Month,2024/25,E.M.13Count,current_actuals,10965,12505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRN7
QKS,RN7,E.M.13,Count,Month,2024/25,E.M.13Count,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRN7
QKS,RN7,E.M.13,Count,Month,2024/25,E.M.13Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRN7
QKS,RN7,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,current_actuals,10965,12505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRN7
QKS,RN7,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,June24_plan,10862,11880,12115,12335,11111,10910,12004,12257,12910,10917,10905,12594,E.M.13NumeratorRN7
QKS,RN7,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,variance,103,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRN7
QKS,RN7,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,current_actuals,14364,15775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRN7
QKS,RN7,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,June24_plan,13925,15231,15336,15419,14246,13989,15389,16128,16987,14364,14163,16145,E.M.13DenominatorRN7
QKS,RN7,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,variance,439,544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRN7
QKS,RN7,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,current_actuals,76.33667502088555,79.27099841521394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRN7
QKS,RN7,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,June24_plan,78.00359066427289,77.99881819972425,78.99713093375065,79.99870289902069,77.99382282746033,77.9898491672028,78.00376892585614,75.99826388888889,75.99929357744158,76.00250626566417,76.99639906799408,78.00557448126355,E.M.13PercentageRN7
QKS,RN7,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,variance,-1.666915643387341,1.2721802154896835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRN7
QKS,RPA,E.M.13a,Count,Month,2024/25,E.M.13aCount,current_actuals,6192,6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRPA
QKS,RPA,E.M.13a,Count,Month,2024/25,E.M.13aCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRPA
QKS,RPA,E.M.13a,Count,Month,2024/25,E.M.13aCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRPA
QKS,RPA,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,current_actuals,6192,6904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRPA
QKS,RPA,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,June24_plan,5112,5894,5891,5961,5421,5986,5832,6004,5686,5946,5596,6018,E.M.13aNumeratorRPA
QKS,RPA,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,variance,1080,1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRPA
QKS,RPA,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,current_actuals,8907,9773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRPA
QKS,RPA,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,June24_plan,7560,8640,8604,8676,8026,8559,8428,8727,8370,8617,8220,8483,E.M.13aDenominatorRPA
QKS,RPA,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,variance,1347,1133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRPA
QKS,RPA,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,current_actuals,69.51835634893904,70.64360994576896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRPA
QKS,RPA,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,June24_plan,67.61904761904762,68.2175925925926,68.46815434681544,68.70677731673582,67.54298529778221,69.93807687813997,69.19791172282866,68.79798327031052,67.93309438470729,69.00313334106998,68.07785888077859,70.94188376753507,E.M.13aPercentageRPA
QKS,RPA,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,variance,1.8993087298914162,2.4260173531763627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRPA
QKS,RPA,E.M.13b,Count,Month,2024/25,E.M.13bCount,current_actuals,12106.69211,12374.96972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRPA
QKS,RPA,E.M.13b,Count,Month,2024/25,E.M.13bCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRPA
QKS,RPA,E.M.13b,Count,Month,2024/25,E.M.13bCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRPA
QKS,RPA,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,current_actuals,12106.69211,12374.96972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRPA
QKS,RPA,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,June24_plan,6208,6401,6280,6202,6432,6272,6548,6299,6414,6741,6298,6507,E.M.13bNumeratorRPA
QKS,RPA,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,variance,5898.69211,5973.969719999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRPA
QKS,RPA,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,current_actuals,12603.82519,13471.34421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRPA
QKS,RPA,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,June24_plan,7335,7538,7410,7328,7570,7360,7650,7461,7552,7859,7429,7575,E.M.13bDenominatorRPA
QKS,RPA,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,variance,5268.82519,5933.344209999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRPA
QKS,RPA,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,current_actuals,96.0556968023134,91.86143214137353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRPA
QKS,RPA,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,June24_plan,84.63531015678255,84.91642345449722,84.75033738191632,84.63427947598254,84.96697490092471,85.21739130434783,85.59477124183007,84.42568020372605,84.93114406779661,85.7742715358188,84.77587831471261,85.9009900990099,E.M.13bPercentageRPA
QKS,RPA,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,variance,11.420386645530854,6.945008686876307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRPA
QKS,RPA,E.M.13,Count,Month,2024/25,E.M.13Count,current_actuals,18298.69211,19278.96972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRPA
QKS,RPA,E.M.13,Count,Month,2024/25,E.M.13Count,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRPA
QKS,RPA,E.M.13,Count,Month,2024/25,E.M.13Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRPA
QKS,RPA,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,current_actuals,18298.69211,19278.96972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRPA
QKS,RPA,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,June24_plan,11320,12295,12171,12163,11853,12258,12380,12303,12100,12687,11894,12525,E.M.13NumeratorRPA
QKS,RPA,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,variance,6978.69211,6983.969720000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRPA
QKS,RPA,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,current_actuals,21510.82519,23244.34421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRPA
QKS,RPA,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,June24_plan,14895,16178,16014,16004,15596,15919,16078,16188,15922,16476,15649,16058,E.M.13DenominatorRPA
QKS,RPA,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,variance,6615.82519,7066.344209999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRPA
QKS,RPA,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,current_actuals,85.06736467974616,82.94047595331149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRPA
QKS,RPA,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,June24_plan,75.99865726753944,75.9982692545432,76.00224803297115,75.99975006248438,76.00025647601949,77.00232426659966,76.99962681925612,76.00074128984433,75.99547795503078,77.00291332847779,76.00485654035401,77.99850541786026,E.M.13PercentageRPA
QKS,RPA,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,variance,9.06870741220672,6.942206698768288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRPA
QKS,RVV,E.M.13a,Count,Month,2024/25,E.M.13aCount,current_actuals,5814,6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRVV
QKS,RVV,E.M.13a,Count,Month,2024/25,E.M.13aCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRVV
QKS,RVV,E.M.13a,Count,Month,2024/25,E.M.13aCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRVV
QKS,RVV,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,current_actuals,5814,6928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRVV
QKS,RVV,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,June24_plan,5642,5997,6502,6803,6750,7106,7234,7429,8014,8087,7465,8000,E.M.13aNumeratorRVV
QKS,RVV,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,variance,172,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRVV
QKS,RVV,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,current_actuals,12256,13011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRVV
QKS,RVV,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,June24_plan,11282,12198,12139,12394,12115,12471,12505,12749,13557,13764,12907,13835,E.M.13aDenominatorRVV
QKS,RVV,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,variance,974,813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRVV
QKS,RVV,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,current_actuals,47.43798955613577,53.24725232495581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRVV
QKS,RVV,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,June24_plan,50.00886367665307,49.16379734382686,53.56289644946042,54.88946264321446,55.71605447791993,56.98019405019645,57.84886045581767,58.27123695976155,59.113373165154535,58.75472246439989,57.83683272642752,57.824358511022766,E.M.13aPercentageRVV
QKS,RVV,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,variance,-2.5708741205173027,4.083454981128952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRVV
QKS,RVV,E.M.13b,Count,Month,2024/25,E.M.13bCount,current_actuals,21190.30789,23482.03028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRVV
QKS,RVV,E.M.13b,Count,Month,2024/25,E.M.13bCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRVV
QKS,RVV,E.M.13b,Count,Month,2024/25,E.M.13bCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRVV
QKS,RVV,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,current_actuals,21190.30789,23482.03028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRVV
QKS,RVV,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,June24_plan,11199,12431,12154,11999,11808,11880,11877,11832,12011,12469,12123,13207,E.M.13bNumeratorRVV
QKS,RVV,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,variance,9991.30789,11051.030279999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRVV
QKS,RVV,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,current_actuals,21520.17481,23741.65579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRVV
QKS,RVV,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,June24_plan,11312,12556,12277,12120,11927,12000,11997,11952,12132,12595,12245,13340,E.M.13bDenominatorRVV
QKS,RVV,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,variance,10208.17481,11185.65579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRVV
QKS,RVV,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,current_actuals,98.4671736037817,98.90645575735556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRVV
QKS,RVV,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,June24_plan,99.00106082036774,99.00446001911438,98.99812657815428,99.0016501650165,99.00226377127524,99,98.99974993748437,98.99598393574296,99.00263765248928,98.99960301707029,99.00367496937524,99.00299850074964,E.M.13bPercentageRVV
QKS,RVV,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,variance,-0.533887216586038,-0.09800426175881682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRVV
QKS,RVV,E.M.13,Count,Month,2024/25,E.M.13Count,current_actuals,27004.30789,30410.03028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRVV
QKS,RVV,E.M.13,Count,Month,2024/25,E.M.13Count,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRVV
QKS,RVV,E.M.13,Count,Month,2024/25,E.M.13Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRVV
QKS,RVV,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,current_actuals,27004.30789,30410.03028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRVV
QKS,RVV,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,June24_plan,16841,18428,18656,18802,18558,18986,19111,19261,20025,20556,19588,21207,E.M.13NumeratorRVV
QKS,RVV,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,variance,10163.30789,11982.030279999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRVV
QKS,RVV,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,current_actuals,33776.17481,36752.65579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRVV
QKS,RVV,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,June24_plan,22594,24754,24416,24514,24042,24471,24502,24701,25689,26359,25152,27175,E.M.13DenominatorRVV
QKS,RVV,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,variance,11182.174809999997,11998.655789999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRVV
QKS,RVV,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,current_actuals,79.95075831383052,82.74240221920029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRVV
QKS,RVV,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,June24_plan,74.53748782862706,74.44453421669225,76.4089121887287,76.69902912621359,77.18991764412279,77.5857137019329,77.99771447228797,77.97660013764624,77.9516524582506,77.98474904207292,77.87849872773536,78.03863845446182,E.M.13PercentageRVV
QKS,RVV,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,variance,5.413270485203455,8.29786800250804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRVV
QKS,RWF,E.M.13a,Count,Month,2024/25,E.M.13aCount,current_actuals,15397,16097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRWF
QKS,RWF,E.M.13a,Count,Month,2024/25,E.M.13aCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRWF
QKS,RWF,E.M.13a,Count,Month,2024/25,E.M.13aCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRWF
QKS,RWF,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,current_actuals,15397,16097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRWF
QKS,RWF,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,June24_plan,15136,16395,16501,16351,15546,15446,15677,15027,14198,14092,13547,15169,E.M.13aNumeratorRWF
QKS,RWF,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,variance,261,-298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRWF
QKS,RWF,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,current_actuals,18656,19460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRWF
QKS,RWF,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,June24_plan,17842,19134,18761,19245,18302,18667,19032,18296,18569,18205,16883,18214,E.M.13aDenominatorRWF
QKS,RWF,E.M.13a,Denominator,Month,2024/25,E.M.13aDenominator,variance,814,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aDenominatorRWF
QKS,RWF,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,current_actuals,82.53108919382505,82.71839671120247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRWF
QKS,RWF,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,June24_plan,84.83353884093712,85.6851677641894,87.95373380949843,84.96232787737074,84.94153644410447,82.74495098301816,82.37179487179486,82.13270660253608,76.46076794657763,77.4073056852513,80.24047858792869,83.28209069946195,E.M.13aPercentageRWF
QKS,RWF,E.M.13a,Percentage,Month,2024/25,E.M.13aPercentage,variance,-2.30244964711207,-2.9667710529869282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aPercentageRWF
QKS,RWF,E.M.13b,Count,Month,2024/25,E.M.13bCount,current_actuals,3217.936343,3418.366093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRWF
QKS,RWF,E.M.13b,Count,Month,2024/25,E.M.13bCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRWF
QKS,RWF,E.M.13b,Count,Month,2024/25,E.M.13bCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bCountRWF
QKS,RWF,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,current_actuals,3217.936343,3418.366093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRWF
QKS,RWF,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,June24_plan,2192,2388,2348,2421,2231,2294,2140,2048,2064,2028,1961,2010,E.M.13bNumeratorRWF
QKS,RWF,E.M.13b,Numerator,Month,2024/25,E.M.13bNumerator,variance,1025.9363429999999,1030.366093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bNumeratorRWF
QKS,RWF,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,current_actuals,3275.034245,3489.387906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRWF
QKS,RWF,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,June24_plan,2216,2412,2372,2445,2255,2318,2164,2072,2088,2052,1985,2034,E.M.13bDenominatorRWF
QKS,RWF,E.M.13b,Denominator,Month,2024/25,E.M.13bDenominator,variance,1059.0342449999998,1077.387906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bDenominatorRWF
QKS,RWF,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,current_actuals,98.25657084083409,97.96463405865887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRWF
QKS,RWF,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,June24_plan,98.91696750902528,99.00497512437812,98.98819561551431,99.01840490797544,98.93569844789356,98.9646246764452,98.8909426987061,98.84169884169884,98.85057471264368,98.83040935672514,98.79093198992445,98.82005899705014,E.M.13bPercentageRWF
QKS,RWF,E.M.13b,Percentage,Month,2024/25,E.M.13bPercentage,variance,-0.660396668191197,-1.0403410657192467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13bPercentageRWF
QKS,RWF,E.M.13,Count,Month,2024/25,E.M.13Count,current_actuals,18614.93634,19515.36609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRWF
QKS,RWF,E.M.13,Count,Month,2024/25,E.M.13Count,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRWF
QKS,RWF,E.M.13,Count,Month,2024/25,E.M.13Count,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13CountRWF
QKS,RWF,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,current_actuals,18614.93634,19515.36609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRWF
QKS,RWF,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,June24_plan,17328,18783,18849,18772,17777,17740,17817,17075,16262,16120,15508,17179,E.M.13NumeratorRWF
QKS,RWF,E.M.13,Numerator,Month,2024/25,E.M.13Numerator,variance,1286.9363400000002,732.3660899999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13NumeratorRWF
QKS,RWF,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,current_actuals,21931.03425,22949.38791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRWF
QKS,RWF,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,June24_plan,20058,21546,21133,21690,20557,20985,21196,20368,20657,20257,18868,20248,E.M.13DenominatorRWF
QKS,RWF,E.M.13,Denominator,Month,2024/25,E.M.13Denominator,variance,1873.0342500000006,1403.3879100000013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13DenominatorRWF
QKS,RWF,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,current_actuals,84.87942760839015,85.0365428765808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRWF
QKS,RWF,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,June24_plan,86.3894705354472,87.17627401837929,89.19225855297402,86.54679575841402,86.47662596682395,84.53657374314987,84.05831288922438,83.83248232521603,78.72391925255361,79.57743002418917,82.19207123171508,84.84294745160015,E.M.13PercentageRWF
QKS,RWF,E.M.13,Percentage,Month,2024/25,E.M.13Percentage,variance,-1.5100429270570572,-2.1397311417984923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13PercentageRWF
QNQ,RDU,E.M.13a,Count,Month,2024/25,E.M.13aCount,current_actuals,12873,13845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRDU
QNQ,RDU,E.M.13a,Count,Month,2024/25,E.M.13aCount,June24_plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRDU
QNQ,RDU,E.M.13a,Count,Month,2024/25,E.M.13aCount,variance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aCountRDU
QNQ,RDU,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,current_actuals,12873,13845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRDU
QNQ,RDU,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,June24_plan,15147,16362,15593,15604,16701,15954,16406,16099,16923,17431,15612,16450,E.M.13aNumeratorRDU
QNQ,RDU,E.M.13a,Numerator,Month,2024/25,E.M.13aNumerator,variance,-2274,-2517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.M.13aNumeratorRDU
