icb_code,org_code,dimension_name,source,planning_ref,measure_type,metric_value,ref_key
QKS,RVV,Oct-24,current_actuals,E.M.30i,Denominator,54.70967742,E.M.30iDenominator
QU9,RXQ,Oct-24,current_actuals,E.M.30i,Denominator,40,E.M.30iDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30i,Denominator,59,E.M.30iDenominator
QRL,RHU,Oct-24,current_actuals,E.M.30i,Denominator,30,E.M.30iDenominator
QNX,RXC,Oct-24,current_actuals,E.M.30i,Denominator,17,E.M.30iDenominator
QNQ,RDU,Oct-24,current_actuals,E.M.30i,Denominator,47,E.M.30iDenominator
QXU,RTP,Oct-24,current_actuals,E.M.30i,Denominator,29.4516129,E.M.30iDenominator
QRL,RN5,Oct-24,current_actuals,E.M.30i,Denominator,49.80645161,E.M.30iDenominator
QXU,RTK,Oct-24,current_actuals,E.M.30i,Denominator,20,E.M.30iDenominator
QKS,RN7,Oct-24,current_actuals,E.M.30i,Denominator,44,E.M.30iDenominator
QNX,RYR,Jun-24,current_actuals,E.M.30a,Denominator,1673.3,E.M.30aDenominator
QNX,RYR,Jun-24,current_actuals,E.M.30a,Numerator,1611.7,E.M.30aNumerator
QNX,RYR,Jun-24,current_actuals,E.M.30a,Percentage,96.31865176597144,E.M.30aPercentage
QRL,RHM,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QKS,RPA,Oct-24,current_actuals,E.M.30a,Denominator,529.0322581,E.M.30aDenominator
QKS,RPA,Oct-24,current_actuals,E.M.30a,Numerator,513.2258065,E.M.30aNumerator
QKS,RPA,Oct-24,current_actuals,E.M.30a,Percentage,97.01219512459063,E.M.30aPercentage
QKS,RWF,Oct-24,current_actuals,E.M.30j,Denominator,0.387096774,E.M.30jDenominator
QKS,RVV,Oct-24,current_actuals,E.M.30j,Denominator,0.096774194,E.M.30jDenominator
QU9,RXQ,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QNX,RXC,Oct-24,current_actuals,E.M.30j,Denominator,0.193548387,E.M.30jDenominator
QNQ,RDU,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QXU,RTP,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QRL,RN5,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QXU,RTK,Oct-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QKS,RN7,Oct-24,current_actuals,E.M.30j,Denominator,0.032258065,E.M.30jDenominator
QNX,RYR,Jun-24,current_actuals,E.M.30g,Denominator,1622.8,E.M.30gDenominator
QNX,RPC,Sep-24,current_actuals,E.M.30a,Denominator,52.96666667,E.M.30aDenominator
QNX,RPC,Sep-24,current_actuals,E.M.30a,Numerator,24.2,E.M.30aNumerator
QNX,RPC,Sep-24,current_actuals,E.M.30a,Percentage,45.68911264658973,E.M.30aPercentage
QKS,RPA,Oct-24,current_actuals,E.M.30b,Denominator,23,E.M.30bDenominator
QKS,RPA,Oct-24,current_actuals,E.M.30b,Numerator,12.51612903,E.M.30bNumerator
QKS,RPA,Oct-24,current_actuals,E.M.30b,Percentage,54.41795230434783,E.M.30bPercentage
QU9,RTH,Nov-24,current_actuals,E.M.29,Denominator,2570.4,E.M.29Denominator
QU9,RTH,Nov-24,current_actuals,E.M.29,Numerator,62.76666667,E.M.29Numerator
QU9,RTH,Nov-24,current_actuals,E.M.29,Percentage,2.441902687130408,E.M.29Percentage
QNX,RPC,Sep-24,current_actuals,E.M.30b,Denominator,2.033333333,E.M.30bDenominator
QNX,RPC,Sep-24,current_actuals,E.M.30b,Numerator,0.5,E.M.30bNumerator
QNX,RPC,Sep-24,current_actuals,E.M.30b,Percentage,24.590163938457405,E.M.30bPercentage
QKS,RPA,Sep-24,current_actuals,E.M.26b,Count,32.9,E.M.26bCount
QKS,RPA,Sep-24,current_actuals,E.M.26b,Denominator,32.9,E.M.26bDenominator
QKS,RPA,Sep-24,current_actuals,E.M.26b,Numerator,24.36666667,E.M.26bNumerator
QKS,RPA,Sep-24,current_actuals,E.M.26b,Percentage,74.06281662613982,E.M.26bPercentage
QRL,R1F,Jul-24,current_actuals,E.M.30g,Denominator,231.8387097,E.M.30gDenominator
QKS,RPA,Sep-24,current_actuals,E.M.26c,Count,31.847826,E.M.26cCount
QU9,RTH,Dec-24,current_actuals,E.M.26b,Count,57.66666667,E.M.26bCount
QU9,RTH,Dec-24,current_actuals,E.M.26b,Denominator,57.66666667,E.M.26bDenominator
QU9,RTH,Dec-24,current_actuals,E.M.26b,Numerator,38,E.M.26bNumerator
QU9,RTH,Dec-24,current_actuals,E.M.26b,Percentage,65.89595375341642,E.M.26bPercentage
QRL,RHM,Oct-24,current_actuals,E.M.30a,Denominator,1022.32258062,E.M.30aDenominator
QRL,RHM,Oct-24,current_actuals,E.M.30a,Numerator,960.9354839,E.M.30aNumerator
QRL,RHM,Oct-24,current_actuals,E.M.30a,Percentage,93.99533005690131,E.M.30aPercentage
QKS,RPA,Sep-24,current_actuals,E.M.30,Count,550.0666667,E.M.30Count
QKS,RPA,Sep-24,current_actuals,E.M.30,Denominator,550.0666667,E.M.30Denominator
QKS,RPA,Sep-24,current_actuals,E.M.30,Numerator,522,E.M.30Numerator
QKS,RPA,Sep-24,current_actuals,E.M.30,Percentage,94.8975881653801,E.M.30Percentage
QKS,RWF,Oct-24,current_actuals,E.M.30a,Denominator,668.9354838800001,E.M.30aDenominator
QKS,RWF,Oct-24,current_actuals,E.M.30a,Numerator,582,E.M.30aNumerator
QKS,RWF,Oct-24,current_actuals,E.M.30a,Percentage,87.0039060604542,E.M.30aPercentage
QKS,RVV,Oct-24,current_actuals,E.M.30a,Denominator,1004.35483874,E.M.30aDenominator
QKS,RVV,Oct-24,current_actuals,E.M.30a,Numerator,965.7096774,E.M.30aNumerator
QKS,RVV,Oct-24,current_actuals,E.M.30a,Percentage,96.15224023926825,E.M.30aPercentage
QU9,RXQ,Oct-24,current_actuals,E.M.30a,Denominator,409.935483906,E.M.30aDenominator
QU9,RXQ,Oct-24,current_actuals,E.M.30a,Numerator,391.8387097,E.M.30aNumerator
QU9,RXQ,Oct-24,current_actuals,E.M.30a,Percentage,95.58545797656548,E.M.30aPercentage
QRL,R1F,Aug-24,current_actuals,E.M.30g,Denominator,231.6451613,E.M.30gDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30a,Denominator,504.806451642,E.M.30aDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30a,Numerator,482.7741935,E.M.30aNumerator
QU9,RHW,Oct-24,current_actuals,E.M.30a,Percentage,95.63550385096407,E.M.30aPercentage
QRL,RHU,Oct-24,current_actuals,E.M.30a,Denominator,1085.74193506,E.M.30aDenominator
QRL,RHU,Oct-24,current_actuals,E.M.30a,Numerator,1071,E.M.30aNumerator
QRL,RHU,Oct-24,current_actuals,E.M.30a,Percentage,98.64222476962857,E.M.30aPercentage
QNX,RXC,Oct-24,current_actuals,E.M.30a,Denominator,756.16129033,E.M.30aDenominator
QNX,RXC,Oct-24,current_actuals,E.M.30a,Numerator,748.5483871,E.M.30aNumerator
QNX,RXC,Oct-24,current_actuals,E.M.30a,Percentage,98.99321701238136,E.M.30aPercentage
QNQ,RDU,Oct-24,current_actuals,E.M.30a,Denominator,1217.99999974,E.M.30aDenominator
QNQ,RDU,Oct-24,current_actuals,E.M.30a,Numerator,1131.064516,E.M.30aNumerator
QNQ,RDU,Oct-24,current_actuals,E.M.30a,Percentage,92.86243975709706,E.M.30aPercentage
QXU,RTP,Oct-24,current_actuals,E.M.30a,Denominator,641.03225805,E.M.30aDenominator
QXU,RTP,Oct-24,current_actuals,E.M.30a,Numerator,632.9677419,E.M.30aNumerator
QXU,RTP,Oct-24,current_actuals,E.M.30a,Percentage,98.74194846690992,E.M.30aPercentage
QRL,RN5,Oct-24,current_actuals,E.M.30a,Denominator,797.3225806,E.M.30aDenominator
QRL,RN5,Oct-24,current_actuals,E.M.30a,Numerator,739.2580645,E.M.30aNumerator
QRL,RN5,Oct-24,current_actuals,E.M.30a,Percentage,92.71756281424949,E.M.30aPercentage
QXU,RTK,Oct-24,current_actuals,E.M.30a,Denominator,424.58064521,E.M.30aDenominator
QXU,RTK,Oct-24,current_actuals,E.M.30a,Numerator,399.0322581,E.M.30aNumerator
QXU,RTK,Oct-24,current_actuals,E.M.30a,Percentage,93.98267740222505,E.M.30aPercentage
QKS,RN7,Oct-24,current_actuals,E.M.30a,Denominator,491.35483871,E.M.30aDenominator
QKS,RN7,Oct-24,current_actuals,E.M.30a,Numerator,469.7096774,E.M.30aNumerator
QKS,RN7,Oct-24,current_actuals,E.M.30a,Percentage,95.59480041616622,E.M.30aPercentage
QRL,RHM,Oct-24,current_actuals,E.M.30b,Denominator,94.93548387,E.M.30bDenominator
QRL,RHM,Oct-24,current_actuals,E.M.30b,Numerator,79.38709677,E.M.30bNumerator
QRL,RHM,Oct-24,current_actuals,E.M.30b,Percentage,83.62215426079126,E.M.30bPercentage
QKS,RWF,Oct-24,current_actuals,E.M.30b,Denominator,24.387096774,E.M.30bDenominator
QKS,RWF,Oct-24,current_actuals,E.M.30b,Numerator,21.77419355,E.M.30bNumerator
QKS,RWF,Oct-24,current_actuals,E.M.30b,Percentage,89.28571429303666,E.M.30bPercentage
QKS,RVV,Oct-24,current_actuals,E.M.30b,Denominator,54.806451614,E.M.30bDenominator
QKS,RVV,Oct-24,current_actuals,E.M.30b,Numerator,34.67741935,E.M.30bNumerator
QKS,RVV,Oct-24,current_actuals,E.M.30b,Percentage,63.272513232989255,E.M.30bPercentage
QU9,RXQ,Oct-24,current_actuals,E.M.30b,Denominator,40,E.M.30bDenominator
QU9,RXQ,Oct-24,current_actuals,E.M.30b,Numerator,30.29032258,E.M.30bNumerator
QU9,RXQ,Oct-24,current_actuals,E.M.30b,Percentage,75.72580645,E.M.30bPercentage
QU9,RTH,Apr-24,current_actuals,E.M.30i,Denominator,78.4,E.M.30iDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30b,Denominator,59,E.M.30bDenominator
QU9,RHW,Oct-24,current_actuals,E.M.30b,Numerator,51.25806452,E.M.30bNumerator
QU9,RHW,Oct-24,current_actuals,E.M.30b,Percentage,86.87807545762712,E.M.30bPercentage
QRL,RHU,Oct-24,current_actuals,E.M.30b,Numerator,21.67741935,E.M.30bNumerator
QNX,RXC,Oct-24,current_actuals,E.M.30b,Denominator,17.193548387,E.M.30bDenominator
QNX,RXC,Oct-24,current_actuals,E.M.30b,Numerator,13.09677419,E.M.30bNumerator
QNX,RXC,Oct-24,current_actuals,E.M.30b,Percentage,76.1726078597158,E.M.30bPercentage
QNQ,RDU,Oct-24,current_actuals,E.M.30b,Denominator,47,E.M.30bDenominator
QNQ,RDU,Oct-24,current_actuals,E.M.30b,Numerator,30.25806452,E.M.30bNumerator
QNQ,RDU,Oct-24,current_actuals,E.M.30b,Percentage,64.37886068085106,E.M.30bPercentage
QXU,RTP,Oct-24,current_actuals,E.M.30b,Denominator,29.4516129,E.M.30bDenominator
QXU,RTP,Oct-24,current_actuals,E.M.30b,Numerator,24.35483871,E.M.30bNumerator
QXU,RTP,Oct-24,current_actuals,E.M.30b,Percentage,82.69441402986794,E.M.30bPercentage
QRL,RN5,Oct-24,current_actuals,E.M.30b,Denominator,49.80645161,E.M.30bDenominator
QRL,RN5,Oct-24,current_actuals,E.M.30b,Numerator,25.29032258,E.M.30bNumerator
QRL,RN5,Oct-24,current_actuals,E.M.30b,Percentage,50.77720207420333,E.M.30bPercentage
QXU,RTK,Oct-24,current_actuals,E.M.30b,Denominator,20,E.M.30bDenominator
QXU,RTK,Oct-24,current_actuals,E.M.30b,Numerator,14.74193548,E.M.30bNumerator
QXU,RTK,Oct-24,current_actuals,E.M.30b,Percentage,73.7096774,E.M.30bPercentage
QKS,RN7,Oct-24,current_actuals,E.M.30b,Denominator,44.032258065,E.M.30bDenominator
QKS,RN7,Oct-24,current_actuals,E.M.30b,Numerator,28.5483871,E.M.30bNumerator
QKS,RN7,Oct-24,current_actuals,E.M.30b,Percentage,64.83516484177837,E.M.30bPercentage
QRL,RHM,Sep-24,current_actuals,E.M.26b,Count,99,E.M.26bCount
QRL,RHM,Sep-24,current_actuals,E.M.26b,Denominator,99,E.M.26bDenominator
QRL,RHM,Sep-24,current_actuals,E.M.26b,Numerator,80.86666667,E.M.26bNumerator
QRL,RHM,Sep-24,current_actuals,E.M.26b,Percentage,81.68350168686868,E.M.26bPercentage
QKS,RPA,Sep-24,current_actuals,E.M.29,Denominator,1498.8,E.M.29Denominator
QKS,RPA,Sep-24,current_actuals,E.M.29,Numerator,96.2,E.M.29Numerator
QKS,RPA,Sep-24,current_actuals,E.M.29,Percentage,6.418468107819589,E.M.29Percentage
QKS,RWF,Sep-24,current_actuals,E.M.26b,Count,31,E.M.26bCount
QKS,RWF,Sep-24,current_actuals,E.M.26b,Denominator,31,E.M.26bDenominator
QKS,RWF,Sep-24,current_actuals,E.M.26b,Numerator,19.1,E.M.26bNumerator
QKS,RWF,Sep-24,current_actuals,E.M.26b,Percentage,61.61290322580646,E.M.26bPercentage
QKS,RVV,Sep-24,current_actuals,E.M.26b,Count,47.03333333,E.M.26bCount
QKS,RVV,Sep-24,current_actuals,E.M.26b,Denominator,47.03333333,E.M.26bDenominator
QKS,RVV,Sep-24,current_actuals,E.M.26b,Numerator,30.96666667,E.M.26bNumerator
QKS,RVV,Sep-24,current_actuals,E.M.26b,Percentage,65.83982991962012,E.M.26bPercentage
QU9,RXQ,Sep-24,current_actuals,E.M.26b,Count,18.13333333,E.M.26bCount
QU9,RXQ,Sep-24,current_actuals,E.M.26b,Denominator,18.13333333,E.M.26bDenominator
QU9,RXQ,Sep-24,current_actuals,E.M.26b,Numerator,13.3,E.M.26bNumerator
QU9,RXQ,Sep-24,current_actuals,E.M.26b,Percentage,73.34558824877678,E.M.26bPercentage
QU9,RTH,May-24,current_actuals,E.M.30,Count,1023.451613,E.M.30Count
QU9,RTH,May-24,current_actuals,E.M.30,Denominator,1023.451613,E.M.30Denominator
QU9,RTH,May-24,current_actuals,E.M.30,Numerator,952.8709677,E.M.30Numerator
QU9,RTH,May-24,current_actuals,E.M.30,Percentage,93.10366563465469,E.M.30Percentage
QU9,RHW,Sep-24,current_actuals,E.M.26b,Count,18.16666667,E.M.26bCount
QU9,RHW,Sep-24,current_actuals,E.M.26b,Denominator,18.16666667,E.M.26bDenominator
QU9,RHW,Sep-24,current_actuals,E.M.26b,Numerator,15.73333333,E.M.26bNumerator
QU9,RHW,Sep-24,current_actuals,E.M.26b,Percentage,86.60550455291641,E.M.26bPercentage
QRL,RHU,Sep-24,current_actuals,E.M.26b,Count,23,E.M.26bCount
QRL,RHU,Sep-24,current_actuals,E.M.26b,Denominator,23,E.M.26bDenominator
QRL,RHU,Sep-24,current_actuals,E.M.26b,Numerator,23,E.M.26bNumerator
QRL,RHU,Sep-24,current_actuals,E.M.26b,Percentage,100,E.M.26bPercentage
QNX,RXC,Sep-24,current_actuals,E.M.26b,Count,19,E.M.26bCount
QNX,RXC,Sep-24,current_actuals,E.M.26b,Denominator,19,E.M.26bDenominator
QNX,RXC,Sep-24,current_actuals,E.M.26b,Numerator,11.8,E.M.26bNumerator
QNX,RXC,Sep-24,current_actuals,E.M.26b,Percentage,62.10526315789474,E.M.26bPercentage
QNQ,RDU,Sep-24,current_actuals,E.M.26b,Count,24.93333333,E.M.26bCount
QNQ,RDU,Sep-24,current_actuals,E.M.26b,Denominator,24.93333333,E.M.26bDenominator
QNQ,RDU,Sep-24,current_actuals,E.M.26b,Numerator,22,E.M.26bNumerator
QNQ,RDU,Sep-24,current_actuals,E.M.26b,Percentage,88.23529412944322,E.M.26bPercentage
QXU,RTP,Sep-24,current_actuals,E.M.26b,Count,16.1,E.M.26bCount
QXU,RTP,Sep-24,current_actuals,E.M.26b,Denominator,16.1,E.M.26bDenominator
QXU,RTP,Sep-24,current_actuals,E.M.26b,Numerator,13.63333333,E.M.26bNumerator
QXU,RTP,Sep-24,current_actuals,E.M.26b,Percentage,84.67908900621117,E.M.26bPercentage
QRL,RN5,Sep-24,current_actuals,E.M.26b,Count,27,E.M.26bCount
QRL,RN5,Sep-24,current_actuals,E.M.26b,Denominator,27,E.M.26bDenominator
QRL,RN5,Sep-24,current_actuals,E.M.26b,Numerator,16.23333333,E.M.26bNumerator
QRL,RN5,Sep-24,current_actuals,E.M.26b,Percentage,60.12345677777778,E.M.26bPercentage
QXU,RTK,Sep-24,current_actuals,E.M.26b,Count,11.03333333,E.M.26bCount
QXU,RTK,Sep-24,current_actuals,E.M.26b,Denominator,11.03333333,E.M.26bDenominator
QXU,RTK,Sep-24,current_actuals,E.M.26b,Numerator,8.533333333,E.M.26bNumerator
QXU,RTK,Sep-24,current_actuals,E.M.26b,Percentage,77.34138974844151,E.M.26bPercentage
QKS,RN7,Sep-24,current_actuals,E.M.26b,Count,12.03333333,E.M.26bCount
QKS,RN7,Sep-24,current_actuals,E.M.26b,Denominator,12.03333333,E.M.26bDenominator
QKS,RN7,Sep-24,current_actuals,E.M.26b,Numerator,10.93333333,E.M.26bNumerator
QKS,RN7,Sep-24,current_actuals,E.M.26b,Percentage,90.85872575924064,E.M.26bPercentage
QRL,RHM,Sep-24,current_actuals,E.M.26c,Count,79,E.M.26cCount
QKS,RWF,Sep-24,current_actuals,E.M.26c,Count,84.706522,E.M.26cCount
QKS,RVV,Sep-24,current_actuals,E.M.26c,Count,48.467391,E.M.26cCount
QU9,RXQ,Sep-24,current_actuals,E.M.26c,Count,21.195652,E.M.26cCount
QRL,R1F,Nov-24,current_actuals,E.M.30b,Denominator,10.066666667,E.M.30bDenominator
QRL,R1F,Nov-24,current_actuals,E.M.30b,Numerator,7.366666667,E.M.30bNumerator
QRL,R1F,Nov-24,current_actuals,E.M.30b,Percentage,73.17880794790798,E.M.30bPercentage
QU9,RHW,Sep-24,current_actuals,E.M.26c,Count,105.978261,E.M.26cCount
QRL,RHU,Sep-24,current_actuals,E.M.26c,Count,76.043478,E.M.26cCount
QNX,RXC,Sep-24,current_actuals,E.M.26c,Count,11.695652,E.M.26cCount
QNQ,RDU,Sep-24,current_actuals,E.M.26c,Count,114.304347,E.M.26cCount
QXU,RTP,Sep-24,current_actuals,E.M.26c,Count,53.347826,E.M.26cCount
QRL,RN5,Sep-24,current_actuals,E.M.26c,Count,54.880435,E.M.26cCount
QXU,RTK,Sep-24,current_actuals,E.M.26c,Count,43,E.M.26cCount
QKS,RN7,Sep-24,current_actuals,E.M.26c,Count,62,E.M.26cCount
QRL,RHM,Sep-24,current_actuals,E.M.30,Count,1102.8,E.M.30Count
QRL,RHM,Sep-24,current_actuals,E.M.30,Denominator,1102.8,E.M.30Denominator
QRL,RHM,Sep-24,current_actuals,E.M.30,Numerator,1026.5,E.M.30Numerator
QRL,RHM,Sep-24,current_actuals,E.M.30,Percentage,93.08124773304317,E.M.30Percentage
QKS,RPA,Sep-24,current_actuals,E.M.30g,Denominator,513.4666667,E.M.30gDenominator
QKS,RWF,Sep-24,current_actuals,E.M.30,Count,691.2,E.M.30Count
QKS,RWF,Sep-24,current_actuals,E.M.30,Denominator,691.2,E.M.30Denominator
QKS,RWF,Sep-24,current_actuals,E.M.30,Numerator,602.3,E.M.30Numerator
QKS,RWF,Sep-24,current_actuals,E.M.30,Percentage,87.13831018518518,E.M.30Percentage
QKS,RVV,Sep-24,current_actuals,E.M.30,Count,1052.7,E.M.30Count
QKS,RVV,Sep-24,current_actuals,E.M.30,Denominator,1052.7,E.M.30Denominator
QKS,RVV,Sep-24,current_actuals,E.M.30,Numerator,991.6333333,E.M.30Numerator
QKS,RVV,Sep-24,current_actuals,E.M.30,Percentage,94.19904372565783,E.M.30Percentage
QU9,RXQ,Sep-24,current_actuals,E.M.30,Count,449.9333333,E.M.30Count
QU9,RXQ,Sep-24,current_actuals,E.M.30,Denominator,449.9333333,E.M.30Denominator
QU9,RXQ,Sep-24,current_actuals,E.M.30,Numerator,417.7666667,E.M.30Numerator
QU9,RXQ,Sep-24,current_actuals,E.M.30,Percentage,92.85079272431847,E.M.30Percentage
QU9,RHW,Sep-24,current_actuals,E.M.30,Count,560.1333333,E.M.30Count
QU9,RHW,Sep-24,current_actuals,E.M.30,Denominator,560.1333333,E.M.30Denominator
QU9,RHW,Sep-24,current_actuals,E.M.30,Numerator,532.5666667,E.M.30Numerator
QU9,RHW,Sep-24,current_actuals,E.M.30,Percentage,95.0785527371506,E.M.30Percentage
QRL,RHU,Sep-24,current_actuals,E.M.30,Count,1106,E.M.30Count
QRL,RHU,Sep-24,current_actuals,E.M.30,Denominator,1106,E.M.30Denominator
QRL,RHU,Sep-24,current_actuals,E.M.30,Numerator,1080.9,E.M.30Numerator
QRL,RHU,Sep-24,current_actuals,E.M.30,Percentage,97.73056057866185,E.M.30Percentage
QNX,RXC,Sep-24,current_actuals,E.M.30,Count,774.7333333,E.M.30Count
QNX,RXC,Sep-24,current_actuals,E.M.30,Denominator,774.7333333,E.M.30Denominator
QNX,RXC,Sep-24,current_actuals,E.M.30,Numerator,759.4333333,E.M.30Numerator
QNX,RXC,Sep-24,current_actuals,E.M.30,Percentage,98.0251269253087,E.M.30Percentage
QNQ,RDU,Sep-24,current_actuals,E.M.30,Count,1259.866667,E.M.30Count
QNQ,RDU,Sep-24,current_actuals,E.M.30,Denominator,1259.866667,E.M.30Denominator
QNQ,RDU,Sep-24,current_actuals,E.M.30,Numerator,1161.333333,E.M.30Numerator
QNQ,RDU,Sep-24,current_actuals,E.M.30,Percentage,92.17906651704439,E.M.30Percentage
QXU,RTP,Sep-24,current_actuals,E.M.30,Count,663.9666667,E.M.30Count
QXU,RTP,Sep-24,current_actuals,E.M.30,Denominator,663.9666667,E.M.30Denominator
QXU,RTP,Sep-24,current_actuals,E.M.30,Numerator,649.3,E.M.30Numerator
QXU,RTP,Sep-24,current_actuals,E.M.30,Percentage,97.79105376284998,E.M.30Percentage
QRL,RN5,Sep-24,current_actuals,E.M.30,Count,845.9666667,E.M.30Count
QRL,RN5,Sep-24,current_actuals,E.M.30,Denominator,845.9666667,E.M.30Denominator
QRL,RN5,Sep-24,current_actuals,E.M.30,Numerator,766.4,E.M.30Numerator
QRL,RN5,Sep-24,current_actuals,E.M.30,Percentage,90.5945860715318,E.M.30Percentage
QXU,RTK,Sep-24,current_actuals,E.M.30,Count,444.1,E.M.30Count
QXU,RTK,Sep-24,current_actuals,E.M.30,Denominator,444.1,E.M.30Denominator
QXU,RTK,Sep-24,current_actuals,E.M.30,Numerator,414.7,E.M.30Numerator
QXU,RTK,Sep-24,current_actuals,E.M.30,Percentage,93.37986939878405,E.M.30Percentage
QKS,RN7,Sep-24,current_actuals,E.M.30,Count,536.2666667,E.M.30Count
QKS,RN7,Sep-24,current_actuals,E.M.30,Denominator,536.2666667,E.M.30Denominator
QKS,RN7,Sep-24,current_actuals,E.M.30,Numerator,503.6,E.M.30Numerator
QKS,RN7,Sep-24,current_actuals,E.M.30,Percentage,93.9085032263856,E.M.30Percentage
QNX,RYR,Apr-24,current_actuals,E.M.30i,Denominator,84.56666667,E.M.30iDenominator
QKS,RPA,Sep-24,current_actuals,E.M.30h,Denominator,5.666666667,E.M.30hDenominator
QRL,RHM,Sep-24,current_actuals,E.M.29,Denominator,2849.4,E.M.29Denominator
QRL,RHM,Sep-24,current_actuals,E.M.29,Numerator,216.5333333,E.M.29Numerator
QRL,RHM,Sep-24,current_actuals,E.M.29,Percentage,7.599260661893732,E.M.29Percentage
QKS,RPA,Sep-24,current_actuals,E.M.30i,Denominator,30.93333333,E.M.30iDenominator
QKS,RWF,Sep-24,current_actuals,E.M.29,Denominator,1741.5,E.M.29Denominator
QKS,RWF,Sep-24,current_actuals,E.M.29,Numerator,61.06666667,E.M.29Numerator
QKS,RWF,Sep-24,current_actuals,E.M.29,Percentage,3.506555651449899,E.M.29Percentage
QKS,RVV,Sep-24,current_actuals,E.M.29,Denominator,2872.6,E.M.29Denominator
QKS,RVV,Sep-24,current_actuals,E.M.29,Numerator,197.7333333,E.M.29Numerator
QKS,RVV,Sep-24,current_actuals,E.M.29,Percentage,6.883427323678898,E.M.29Percentage
QU9,RXQ,Sep-24,current_actuals,E.M.29,Denominator,1170,E.M.29Denominator
QU9,RXQ,Sep-24,current_actuals,E.M.29,Numerator,61.93333333,E.M.29Numerator
QU9,RXQ,Sep-24,current_actuals,E.M.29,Percentage,5.2934472931623935,E.M.29Percentage
QU9,RHW,Sep-24,current_actuals,E.M.29,Denominator,1444.5,E.M.29Denominator
QU9,RHW,Sep-24,current_actuals,E.M.29,Numerator,82.26666667,E.M.29Numerator
QU9,RHW,Sep-24,current_actuals,E.M.29,Percentage,5.69516557078574,E.M.29Percentage
QRL,RHU,Sep-24,current_actuals,E.M.29,Denominator,3188.8,E.M.29Denominator
QRL,RHU,Sep-24,current_actuals,E.M.29,Numerator,242.9,E.M.29Numerator
QRL,RHU,Sep-24,current_actuals,E.M.29,Percentage,7.617285499247366,E.M.29Percentage
QNX,RXC,Sep-24,current_actuals,E.M.29,Denominator,2237.1,E.M.29Denominator
QNX,RXC,Sep-24,current_actuals,E.M.29,Numerator,228.1333333,E.M.29Numerator
QNX,RXC,Sep-24,current_actuals,E.M.29,Percentage,10.197726221447411,E.M.29Percentage
QNQ,RDU,Sep-24,current_actuals,E.M.29,Denominator,3404.1,E.M.29Denominator
QNQ,RDU,Sep-24,current_actuals,E.M.29,Numerator,210.7333333,E.M.29Numerator
QNQ,RDU,Sep-24,current_actuals,E.M.29,Percentage,6.190574110631298,E.M.29Percentage
QXU,RTP,Sep-24,current_actuals,E.M.29,Denominator,1885.6,E.M.29Denominator
QXU,RTP,Sep-24,current_actuals,E.M.29,Numerator,72.53333333,E.M.29Numerator
QXU,RTP,Sep-24,current_actuals,E.M.29,Percentage,3.846697779486636,E.M.29Percentage
QRL,RN5,Sep-24,current_actuals,E.M.29,Denominator,2226.1,E.M.29Denominator
QRL,RN5,Sep-24,current_actuals,E.M.29,Numerator,150.4666667,E.M.29Numerator
QRL,RN5,Sep-24,current_actuals,E.M.29,Percentage,6.7592051884461615,E.M.29Percentage
QXU,RTK,Sep-24,current_actuals,E.M.29,Denominator,1205.2,E.M.29Denominator
QXU,RTK,Sep-24,current_actuals,E.M.29,Numerator,54.13333333,E.M.29Numerator
QXU,RTK,Sep-24,current_actuals,E.M.29,Percentage,4.4916473058413535,E.M.29Percentage
QKS,RN7,Sep-24,current_actuals,E.M.29,Denominator,1412.4,E.M.29Denominator
QKS,RN7,Sep-24,current_actuals,E.M.29,Numerator,46.53333333,E.M.29Numerator
QKS,RN7,Sep-24,current_actuals,E.M.29,Percentage,3.2946285280373826,E.M.29Percentage
QKS,RPA,Sep-24,current_actuals,E.M.30j,Denominator,0,E.M.30jDenominator
QRL,R1F,Jun-24,current_actuals,E.M.30,Count,280.0666667,E.M.30Count
QRL,R1F,Jun-24,current_actuals,E.M.30,Denominator,280.0666667,E.M.30Denominator
QRL,R1F,Jun-24,current_actuals,E.M.30,Numerator,273.8,E.M.30Numerator
QRL,R1F,Jun-24,current_actuals,E.M.30,Percentage,97.76243750324181,E.M.30Percentage
QRL,RHM,Sep-24,current_actuals,E.M.30g,Denominator,964.3333333,E.M.30gDenominator
QKS,RWF,Sep-24,current_actuals,E.M.30g,Denominator,651.2333333,E.M.30gDenominator
QKS,RVV,Sep-24,current_actuals,E.M.30g,Denominator,966.7,E.M.30gDenominator
QU9,RXQ,Sep-24,current_actuals,E.M.30g,Denominator,408.0666667,E.M.30gDenominator
