icb_code,org_code,dimension_name,planning_ref,measure_type,ref_key,source,total_var,perc_var
QXU,RTK,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,June24_plan,-16.290322599999996,-16.290322599999996
QXU,RTK,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,march24_plan,-16.290322599999996,-16.290322599999996
QXU,RTK,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,may24_plan,-16.290322599999996,-16.290322599999996
QKS,RN7,Oct-24,E.M.30b,Denominator,E.M.30bDenominator,June24_plan,0.03225806500000061,7.331378409091049e-4
QKS,RN7,Oct-24,E.M.30b,Denominator,E.M.30bDenominator,march24_plan,0.03225806500000061,7.331378409091049e-4
QKS,RN7,Oct-24,E.M.30b,Denominator,E.M.30bDenominator,may24_plan,0.03225806500000061,7.331378409091049e-4
QKS,RN7,Oct-24,E.M.30b,Numerator,E.M.30bNumerator,June24_plan,-6.451612900000001,-0.18433179714285716
QKS,RN7,Oct-24,E.M.30b,Numerator,E.M.30bNumerator,march24_plan,-6.451612900000001,-0.18433179714285716
QKS,RN7,Oct-24,E.M.30b,Numerator,E.M.30bNumerator,may24_plan,-6.451612900000001,-0.18433179714285716
QKS,RN7,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,June24_plan,-14.710289703676182,-14.710289703676182
QKS,RN7,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,march24_plan,-14.710289703676182,-14.710289703676182
QKS,RN7,Oct-24,E.M.30b,Percentage,E.M.30bPercentage,may24_plan,-14.710289703676182,-14.710289703676182
QRL,RHM,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0,0
QRL,RHM,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0,0
QRL,RHM,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0,0
QRL,RHM,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-10.13333333,-0.11135531131868132
QRL,RHM,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-10.13333333,-0.11135531131868132
QRL,RHM,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-10.13333333,-0.11135531131868132
QRL,RHM,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-10.235690232323236,-10.235690232323236
QRL,RHM,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-10.235690232323236,-10.235690232323236
QRL,RHM,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-10.235690232323236,-10.235690232323236
QKS,RPA,Sep-24,E.M.29,Denominator,E.M.29Denominator,June24_plan,985.8,1.9216374269005847
QKS,RPA,Sep-24,E.M.29,Denominator,E.M.29Denominator,march24_plan,985.8,1.9216374269005847
QKS,RPA,Sep-24,E.M.29,Denominator,E.M.29Denominator,may24_plan,985.8,1.9216374269005847
QKS,RPA,Sep-24,E.M.29,Numerator,E.M.29Numerator,June24_plan,-13.799999999999997,-0.12545454545454543
QKS,RPA,Sep-24,E.M.29,Numerator,E.M.29Numerator,march24_plan,-13.799999999999997,-0.12545454545454543
QKS,RPA,Sep-24,E.M.29,Numerator,E.M.29Numerator,may24_plan,-13.799999999999997,-0.12545454545454543
QKS,RPA,Sep-24,E.M.29,Percentage,E.M.29Percentage,June24_plan,-15.024027018886063,-15.024027018886063
QKS,RPA,Sep-24,E.M.29,Percentage,E.M.29Percentage,march24_plan,-15.024027018886063,-15.024027018886063
QKS,RPA,Sep-24,E.M.29,Percentage,E.M.29Percentage,may24_plan,-15.024027018886063,-15.024027018886063
QKS,RWF,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,12,0.631578947368421
QKS,RWF,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,12,0.631578947368421
QKS,RWF,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,12,0.631578947368421
QKS,RWF,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,1.1000000000000014,0.06111111111111119
QKS,RWF,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,3.1000000000000014,0.1937500000000001
QKS,RWF,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,1.1000000000000014,0.06111111111111119
QKS,RWF,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-33.1239388794567,-33.1239388794567
QKS,RWF,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-22.597623089983003,-22.597623089983003
QKS,RWF,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-33.1239388794567,-33.1239388794567
QKS,RVV,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,3.033333329999998,0.06893939386363632
QKS,RVV,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,3.033333329999998,0.06893939386363632
QKS,RVV,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,3.033333329999998,0.06893939386363632
QKS,RVV,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,2.9666666699999986,0.10595238107142853
QKS,RVV,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,1.9666666699999986,0.06781609206896547
QKS,RVV,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,2.9666666699999986,0.10595238107142853
QKS,RVV,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,2.203466283256482,2.203466283256482
QKS,RVV,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-0.0692609894707914,-0.0692609894707914
QKS,RVV,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,2.203466283256482,2.203466283256482
QU9,RXQ,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0.13333332999999925,0.00740740722222218
QU9,RXQ,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0.13333332999999925,0.00740740722222218
QU9,RXQ,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0.13333332999999925,0.00740740722222218
QU9,RXQ,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,0.3000000000000007,0.02307692307692313
QU9,RXQ,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,0.3000000000000007,0.02307692307692313
QU9,RXQ,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,0.3000000000000007,0.02307692307692313
QU9,RXQ,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,1.1233660265545637,1.1233660265545637
QU9,RXQ,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,1.1233660265545637,1.1233660265545637
QU9,RXQ,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,1.1233660265545637,1.1233660265545637
QU9,RTH,May-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,-16.548387000000048,-0.01591191057692312
QU9,RTH,May-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-16.548387000000048,-0.01591191057692312
QU9,RTH,May-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,-16.548387000000048,-0.01591191057692312
QU9,RTH,May-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,-33.12903229999995,-0.03359942423935086
QU9,RTH,May-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-33.12903229999995,-0.03359942423935086
QU9,RTH,May-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,-33.12903229999995,-0.03359942423935086
QU9,RTH,May-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,-1.7040266730376317,-1.7040266730376317
QU9,RTH,May-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,-1.7040266730376317,-1.7040266730376317
QU9,RTH,May-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,-1.7040266730376317,-1.7040266730376317
QU9,RHW,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0.16666667000000146,0.009259259444444525
QU9,RHW,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0.16666667000000146,0.009259259444444525
QU9,RHW,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0.16666667000000146,0.009259259444444525
QU9,RHW,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-2.2666666699999993,-0.12592592611111109
QU9,RHW,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-2.2666666699999993,-0.12592592611111109
QU9,RHW,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-2.2666666699999993,-0.12592592611111109
QU9,RHW,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-13.394495447083585,-13.394495447083585
QU9,RHW,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-13.394495447083585,-13.394495447083585
QU9,RHW,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-13.394495447083585,-13.394495447083585
QRL,RHU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,-1,-0.041666666666666664
QRL,RHU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,-1,-0.041666666666666664
QRL,RHU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,-1,-0.041666666666666664
QRL,RHU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,3,0.15
QRL,RHU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,8,0.5333333333333333
QRL,RHU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,3,0.15
QRL,RHU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,16.666666666666657,16.666666666666657
QRL,RHU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,37.5,37.5
QRL,RHU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,16.666666666666657,16.666666666666657
QNX,RXC,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0,0
QNX,RXC,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0,0
QNX,RXC,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0,0
QNX,RXC,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-2.1999999999999993,-0.15714285714285708
QNX,RXC,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-2.1999999999999993,-0.15714285714285708
QNX,RXC,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-2.1999999999999993,-0.15714285714285708
QNX,RXC,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-11.57894736842104,-11.57894736842104
QNX,RXC,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-11.57894736842104,-11.57894736842104
QNX,RXC,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-11.57894736842104,-11.57894736842104
QNQ,RDU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,-3.06666667,-0.10952380964285714
QNQ,RDU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,-3.06666667,-0.10952380964285714
QNQ,RDU,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,-3.06666667,-0.10952380964285714
QNQ,RDU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-3,-0.12
QNQ,RDU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-3,-0.12
QNQ,RDU,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-3,-0.12
QNQ,RDU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-1.0504201562710733,-1.0504201562710733
QNQ,RDU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-1.0504201562710733,-1.0504201562710733
QNQ,RDU,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-1.0504201562710733,-1.0504201562710733
QXU,RTP,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0.10000000000000142,0.006250000000000089
QXU,RTP,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0.10000000000000142,0.006250000000000089
QXU,RTP,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0.10000000000000142,0.006250000000000089
QXU,RTP,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-2.3666666700000007,-0.14791666687500005
QXU,RTP,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-2.3666666700000007,-0.14791666687500005
QXU,RTP,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-2.3666666700000007,-0.14791666687500005
QXU,RTP,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-15.320910993788829,-15.320910993788829
QXU,RTP,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-15.320910993788829,-15.320910993788829
QXU,RTP,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-15.320910993788829,-15.320910993788829
QRL,RN5,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0,0
QRL,RN5,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0,0
QRL,RN5,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0,0
QRL,RN5,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-9.76666667,-0.37564102576923075
QRL,RN5,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-9.76666667,-0.37564102576923075
QRL,RN5,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-9.76666667,-0.37564102576923075
QRL,RN5,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-36.172839518518494,-36.172839518518494
QRL,RN5,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-36.172839518518494,-36.172839518518494
QRL,RN5,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-36.172839518518494,-36.172839518518494
QXU,RTK,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0.033333329999999606,0.0030303027272726916
QXU,RTK,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0.033333329999999606,0.0030303027272726916
QXU,RTK,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0.033333329999999606,0.0030303027272726916
QXU,RTK,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,-2.466666667,-0.22424242427272728
QXU,RTK,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,-2.466666667,-0.22424242427272728
QXU,RTK,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,-2.466666667,-0.22424242427272728
QXU,RTK,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,-22.658610251558486,-22.658610251558486
QXU,RTK,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,-22.658610251558486,-22.658610251558486
QXU,RTK,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,-22.658610251558486,-22.658610251558486
QKS,RN7,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,June24_plan,0.033333329999999606,0.002777777499999967
QKS,RN7,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,march24_plan,0.033333329999999606,0.002777777499999967
QKS,RN7,Sep-24,E.M.26b,Denominator,E.M.26bDenominator,may24_plan,0.033333329999999606,0.002777777499999967
QKS,RN7,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,June24_plan,1.93333333,0.21481481444444445
QKS,RN7,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,march24_plan,1.93333333,0.21481481444444445
QKS,RN7,Sep-24,E.M.26b,Numerator,E.M.26bNumerator,may24_plan,1.93333333,0.21481481444444445
QKS,RN7,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,June24_plan,15.858725759240642,15.858725759240642
QKS,RN7,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,march24_plan,15.858725759240642,15.858725759240642
QKS,RN7,Sep-24,E.M.26b,Percentage,E.M.26bPercentage,may24_plan,15.858725759240642,15.858725759240642
QRL,RHM,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,0,0
QRL,RHM,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,0,0
QRL,RHM,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,0,0
QKS,RWF,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,22.706522000000007,0.3662342258064517
QKS,RWF,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,22.706522000000007,0.3662342258064517
QKS,RWF,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,22.706522000000007,0.3662342258064517
QKS,RVV,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,-0.5326090000000008,-0.010869571428571444
QKS,RVV,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,-0.5326090000000008,-0.010869571428571444
QKS,RVV,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,-0.5326090000000008,-0.010869571428571444
QU9,RXQ,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,0.19565199999999905,0.009316761904761859
QU9,RXQ,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,0.19565199999999905,0.009316761904761859
QU9,RXQ,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,0.19565199999999905,0.009316761904761859
QRL,R1F,Nov-24,E.M.30b,Denominator,E.M.30bDenominator,June24_plan,0.06666666699999979,0.006666666699999979
QRL,R1F,Nov-24,E.M.30b,Denominator,E.M.30bDenominator,march24_plan,0.06666666699999979,0.006666666699999979
QRL,R1F,Nov-24,E.M.30b,Denominator,E.M.30bDenominator,may24_plan,0.06666666699999979,0.006666666699999979
QRL,R1F,Nov-24,E.M.30b,Numerator,E.M.30bNumerator,June24_plan,-1.6333333330000004,-0.18148148144444448
QRL,R1F,Nov-24,E.M.30b,Numerator,E.M.30bNumerator,march24_plan,-1.6333333330000004,-0.18148148144444448
QRL,R1F,Nov-24,E.M.30b,Numerator,E.M.30bNumerator,may24_plan,-1.6333333330000004,-0.18148148144444448
QRL,R1F,Nov-24,E.M.30b,Percentage,E.M.30bPercentage,June24_plan,-16.821192052092016,-16.821192052092016
QRL,R1F,Nov-24,E.M.30b,Percentage,E.M.30bPercentage,march24_plan,-16.821192052092016,-16.821192052092016
QRL,R1F,Nov-24,E.M.30b,Percentage,E.M.30bPercentage,may24_plan,-16.821192052092016,-16.821192052092016
QU9,RHW,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,-19.021738999999997,-0.15217391199999997
QU9,RHW,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,-19.021738999999997,-0.15217391199999997
QU9,RHW,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,-19.021738999999997,-0.15217391199999997
QRL,RHU,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,-15.956522000000007,-0.1734404565217392
QRL,RHU,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,-15.956522000000007,-0.1734404565217392
QRL,RHU,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,-15.956522000000007,-0.1734404565217392
QNX,RXC,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,-3.304347999999999,-0.2202898666666666
QNX,RXC,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,-3.304347999999999,-0.2202898666666666
QNX,RXC,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,-3.304347999999999,-0.2202898666666666
QNQ,RDU,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,29.304347000000007,0.34475702352941184
QNQ,RDU,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,13.304347000000007,0.13172620792079215
QNQ,RDU,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,29.304347000000007,0.34475702352941184
QXU,RTP,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,-6.652174000000002,-0.11086956666666671
QXU,RTP,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,-6.652174000000002,-0.11086956666666671
QXU,RTP,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,-6.652174000000002,-0.11086956666666671
QRL,RN5,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,14.880434999999999,0.37201087499999996
QRL,RN5,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,14.880434999999999,0.37201087499999996
QRL,RN5,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,14.880434999999999,0.37201087499999996
QXU,RTK,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,0,0
QXU,RTK,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,0,0
QXU,RTK,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,0,0
QKS,RN7,Sep-24,E.M.26c,Count,E.M.26cCount,June24_plan,1,0.01639344262295082
QKS,RN7,Sep-24,E.M.26c,Count,E.M.26cCount,march24_plan,1,0.01639344262295082
QKS,RN7,Sep-24,E.M.26c,Count,E.M.26cCount,may24_plan,1,0.01639344262295082
QRL,RHM,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,41.799999999999955,0.03939679547596603
QRL,RHM,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-18.200000000000045,-0.01623550401427301
QRL,RHM,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,41.799999999999955,0.03939679547596603
QRL,RHM,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,3.5,0.003421309872922776
QRL,RHM,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-56.5,-0.05216989843028624
QRL,RHM,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,3.5,0.003421309872922776
QRL,RHM,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,-3.337225405505407,-3.337225405505407
QRL,RHM,Sep-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,-3.5289217584822836,-3.5289217584822836
QRL,RHM,Sep-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,-3.337225405505407,-3.337225405505407
QKS,RPA,Sep-24,E.M.30g,Denominator,E.M.30gDenominator,June24_plan,-1.5333332999999811,-0.0029773462135921965
QKS,RPA,Sep-24,E.M.30g,Denominator,E.M.30gDenominator,march24_plan,-1.5333332999999811,-0.0029773462135921965
QKS,RPA,Sep-24,E.M.30g,Denominator,E.M.30gDenominator,may24_plan,-1.5333332999999811,-0.0029773462135921965
QKS,RWF,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,-66.79999999999995,-0.08812664907651709
QKS,RWF,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-66.79999999999995,-0.08812664907651709
QKS,RWF,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,-66.79999999999995,-0.08812664907651709
QKS,RWF,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,-11.700000000000045,-0.019055374592833952
QKS,RWF,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-11.700000000000045,-0.019055374592833952
QKS,RWF,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,-11.700000000000045,-0.019055374592833952
QKS,RWF,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,6.13567166275773,6.13567166275773
QKS,RWF,Sep-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,6.13567166275773,6.13567166275773
QKS,RWF,Sep-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,6.13567166275773,6.13567166275773
QKS,RVV,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,-9.299999999999955,-0.008757062146892612
QKS,RVV,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-226.29999999999995,-0.17693510555121184
QKS,RVV,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,-9.299999999999955,-0.008757062146892612
QKS,RVV,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,-38.366666699999996,-0.037249190970873786
QKS,RVV,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-283.3666667,-0.2222483660392157
QKS,RVV,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,-38.366666699999996,-0.037249190970873786
QKS,RVV,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,-2.787773600142515,-2.787773600142515
QKS,RVV,Sep-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,-5.488211942833161,-5.488211942833161
QKS,RVV,Sep-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,-2.787773600142515,-2.787773600142515
QU9,RXQ,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,-53.066666699999985,-0.10550033141153078
QU9,RXQ,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-53.066666699999985,-0.10550033141153078
QU9,RXQ,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,-53.066666699999985,-0.10550033141153078
QU9,RXQ,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,-54.23333330000003,-0.11490112987288141
QU9,RXQ,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-54.23333330000003,-0.11490112987288141
QU9,RXQ,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,-54.23333330000003,-0.11490112987288141
QU9,RXQ,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,-0.9861854068942364,-0.9861854068942364
QU9,RXQ,Sep-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,-0.9861854068942364,-0.9861854068942364
QU9,RXQ,Sep-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,-0.9861854068942364,-0.9861854068942364
QU9,RHW,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,-58.866666699999996,-0.09509962310177705
QU9,RHW,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,-58.866666699999996,-0.09509962310177705
QU9,RHW,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,-58.866666699999996,-0.09509962310177705
QU9,RHW,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,-0.4333332999999584,-8.130080675421359e-4
QU9,RHW,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-0.4333332999999584,-8.130080675421359e-4
QU9,RHW,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,-0.4333332999999584,-8.130080675421359e-4
QU9,RHW,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,8.971929150720882,8.971929150720882
QU9,RHW,Sep-24,E.M.30,Percentage,E.M.30Percentage,march24_plan,8.971929150720882,8.971929150720882
QU9,RHW,Sep-24,E.M.30,Percentage,E.M.30Percentage,may24_plan,8.971929150720882,8.971929150720882
QRL,RHU,Sep-24,E.M.30,Denominator,E.M.30Denominator,June24_plan,45,0.04241281809613572
QRL,RHU,Sep-24,E.M.30,Denominator,E.M.30Denominator,march24_plan,13,0.011893870082342177
QRL,RHU,Sep-24,E.M.30,Denominator,E.M.30Denominator,may24_plan,45,0.04241281809613572
QRL,RHU,Sep-24,E.M.30,Numerator,E.M.30Numerator,June24_plan,110.90000000000009,0.1143298969072166
QRL,RHU,Sep-24,E.M.30,Numerator,E.M.30Numerator,march24_plan,-6.099999999999909,-0.005611775528978757
QRL,RHU,Sep-24,E.M.30,Numerator,E.M.30Numerator,may24_plan,110.90000000000009,0.1143298969072166
QRL,RHU,Sep-24,E.M.30,Percentage,E.M.30Percentage,June24_plan,6.307374904769276,6.307374904769276
